country_name,country_code,indicator_name,indicator_code,value,year
Vanuatu,VUT,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2024.3.FE,0.46,2050
Lebanon,LBN,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2064.4.FE,0.52,2050
Lebanon,LBN,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.80UP.S1.MF,0.03,2050
Lebanon,LBN,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Male,PRJ.ATT.ALL.1.MA,0.09,2050
Lebanon,LBN,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.2529.2.FE,10.08,2050
Liberia,LBR,Wittgenstein Projection: Mean years of schooling. Age 0-19. Male,PRJ.MYS.0T19.MA,1.4,2050
Liberia,LBR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Male,PRJ.ATT.2064.NED.MA,0.37,2050
Liberia,LBR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2064.4.FE,0.03,2050
Liberia,LBR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.1519.2.FE,131.07,2050
Aruba,ABW,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2529.4.MA,0.47,2050
French Polynesia,PYF,Wittgenstein Projection: Mean years of schooling. Age 25+. Total,PRJ.MYS.25UP.MF,12.5,2050
French Polynesia,PYF,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Total,PRJ.POP.2024.S1.MF,0.0,2050
Georgia,GEO,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2024.4.MF,0.66,2050
Georgia,GEO,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.4064.2.MF,0.01,2050
Georgia,GEO,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Male,PRJ.ATT.4064.NED.MA,0.0,2050
Georgia,GEO,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Post Secondary. Female,PRJ.POP.ALL.4.FE,1000.42,2050
Montenegro,MNE,Wittgenstein Projection: Mean years of schooling. Age 65+. Total,PRJ.MYS.65UP.MF,12.0,2050
Montenegro,MNE,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.1519.3.MF,0.49,2050
Montenegro,MNE,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2039.3.MF,0.72,2050
Equatorial Guinea,GNQ,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2039.3.MF,0.49,2050
Equatorial Guinea,GNQ,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Upper Secondary. Total,PRJ.POP.ALL.3.MF,417.56,2050
Ethiopia,ETH,Wittgenstein Projection: Mean years of schooling. Age 25-29. Total,PRJ.MYS.2529.MF,9.0,2050
Ethiopia,ETH,Wittgenstein Projection: Mean years of schooling. Age 65+. Male,PRJ.MYS.65UP.MA,4.4,2050
Ethiopia,ETH,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.15UP.2.FE,0.13,2050
Ethiopia,ETH,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Female,PRJ.ATT.2039.1.FE,0.33,2050
Vanuatu,VUT,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.ALL.3.MF,0.23,2050
Vietnam,VNM,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.60UP.S1.FE,0.11,2050
Vietnam,VNM,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Total,PRJ.ATT.80UP.NED.MF,0.04,2050
West Bank and Gaza,PSE,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.2024.S1.FE,0.0,2050
West Bank and Gaza,PSE,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2064.4.FE,0.43,2050
Zimbabwe,ZWE,Wittgenstein Projection: Mean years of schooling. Age 80+. Female,PRJ.MYS.80UP.FE,8.1,2050
Zimbabwe,ZWE,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.80UP.4.MA,0.12,2050
Zimbabwe,ZWE,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Upper Secondary. Male,PRJ.POP.2024.3.MA,400.32,2050
Tajikistan,TJK,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.2064.S1.MA,0.0,2050
Tajikistan,TJK,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2064.3.MF,0.75,2050
Tajikistan,TJK,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Female,PRJ.POP.1519.4.FE,0.45,2050
Tajikistan,TJK,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Primary. Male,PRJ.POP.ALL.1.MA,65.84,2050
Thailand,THA,Wittgenstein Projection: Mean years of schooling. Age 20-24. Male,PRJ.MYS.2024.MA,12.1,2050
Thailand,THA,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,PRJ.ATT.15UP.NED.FE,0.01,2050
Thailand,THA,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.25UP.S1.FE,0.06,2050
Timor-Leste,TLS,Wittgenstein Projection: Mean years of schooling. Age 20-64. Female,PRJ.MYS.2064.FE,11.3,2050
Tonga,TON,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.ALL.4.FE,0.18,2050
Trinidad and Tobago,TTO,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.1519.2.FE,0.6,2050
Jamaica,JAM,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Total,PRJ.POP.1519.NED.MF,2.49,2050
Kenya,KEN,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2064.4.FE,0.09,2050
Kenya,KEN,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.4064.S1.MA,0.01,2050
"Macedonia, FYR",MKD,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.2024.S1.MF,0.0,2050
"Macedonia, FYR",MKD,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.2039.S1.MF,0.0,2050
Madagascar,MDG,Wittgenstein Projection: Mean years of schooling. Age 15-19. Female,PRJ.MYS.1519.FE,5.9,2050
Madagascar,MDG,Wittgenstein Projection: Mean years of schooling. Age 20-64. Male,PRJ.MYS.2064.MA,5.8,2050
Madagascar,MDG,Wittgenstein Projection: Mean years of schooling. Age 65+. Female,PRJ.MYS.65UP.FE,4.2,2050
Maldives,MDV,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Male,PRJ.ATT.2039.1.MA,0.21,2050
Maldives,MDV,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.2529.S1.FE,0.0,2050
Guinea,GIN,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.15UP.2.FE,0.27,2050
Guinea,GIN,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.15UP.2.MA,0.31,2050
Guinea-Bissau,GNB,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.1519.S1.MF,0.06,2050
Guinea-Bissau,GNB,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.25UP.3.MA,0.4,2050
Guinea-Bissau,GNB,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2529.3.FE,0.43,2050
Guinea-Bissau,GNB,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. No Education. Total,PRJ.POP.2024.NED.MF,17.31,2050
Haiti,HTI,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.2039.S1.FE,0.03,2050
Haiti,HTI,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.4064.S1.MA,0.1,2050
Haiti,HTI,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.4064.4.FE,0.1,2050
Haiti,HTI,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Total,PRJ.POP.1519.S1.MF,75.31,2050
Namibia,NAM,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2039.4.MF,0.14,2050
Namibia,NAM,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.60UP.S1.FE,0.12,2050
Namibia,NAM,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.80UP.S1.MF,0.24,2050
New Caledonia,NCL,Wittgenstein Projection: Mean years of schooling. Age 20-64. Female,PRJ.MYS.2064.FE,13.9,2050
New Caledonia,NCL,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Male,PRJ.ATT.2529.1.MA,0.0,2050
New Caledonia,NCL,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.2529.3.MA,0.42,2050
New Caledonia,NCL,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.60UP.4.MF,0.33,2050
"Bahamas, The",BHS,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Total,PRJ.ATT.2039.NED.MF,0.0,2050
"Bahamas, The",BHS,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.4064.S1.MA,0.0,2050
"Bahamas, The",BHS,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Female,PRJ.ATT.60UP.1.FE,0.09,2050
Bhutan,BTN,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.60UP.4.FE,0.06,2050
Bhutan,BTN,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Total,PRJ.POP.1519.2.MF,48.3,2050
Bhutan,BTN,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Incomplete Primary. Male,PRJ.POP.ALL.S1.MA,49.94,2050
Bosnia and Herzegovina,BIH,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Male,PRJ.ATT.1519.1.MA,0.03,2050
Brazil,BRA,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.ALL.S1.FE,0.04,2050
Brazil,BRA,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Male,PRJ.POP.2024.S1.MA,19.91,2050
Brazil,BRA,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. No Education. Male,PRJ.POP.2529.NED.MA,17.65,2050
Russian Federation,RUS,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Male,PRJ.ATT.2024.NED.MA,0.0,2050
Russian Federation,RUS,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2064.4.MA,0.27,2050
Samoa,WSM,Wittgenstein Projection: Mean Years of Schooling. Age 15+. Gender Gap,PRJ.MYS.15UP.GPI,-0.34,2050
Samoa,WSM,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.15UP.S1.MA,0.0,2050
Samoa,WSM,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,PRJ.ATT.15UP.1.FE,0.19,2050
Sao Tome and Principe,STP,Wittgenstein Projection: Mean Years of Schooling. Age 25+. Gender Gap,PRJ.MYS.25UP.GPI,0.12,2050
Sao Tome and Principe,STP,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,PRJ.ATT.15UP.1.FE,0.41,2050
Sao Tome and Principe,STP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.25UP.2.MF,0.21,2050
Saudi Arabia,SAU,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.1519.4.MA,0.0,2050
Saudi Arabia,SAU,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2064.4.MF,0.58,2050
Saudi Arabia,SAU,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Male,PRJ.ATT.25UP.1.MA,0.05,2050
Saudi Arabia,SAU,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Total,PRJ.ATT.2529.1.MF,0.01,2050
Saudi Arabia,SAU,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.80UP.S1.MA,0.04,2050
Serbia,SRB,Wittgenstein Projection: Mean years of schooling. Age 20-39. Male,PRJ.MYS.2039.MA,12.7,2050
Serbia,SRB,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2529.3.MF,0.75,2050
Serbia,SRB,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Upper Secondary. Total,PRJ.POP.ALL.3.MF,5689.99,2050
